I0426 13:04:00.449563       1 options.go:222] external host was not specified, using 172.16.0.82
W0426 13:04:02.939562       1 genericapiserver.go:742] Skipping API scheduling.k8s.io/v1alpha1 because it has no resources.
I0426 13:04:02.941285       1 handler.go:275] Adding GroupVersion storage.k8s.io v1 to ResourceManager
W0426 13:04:02.941339       1 genericapiserver.go:742] Skipping API storage.k8s.io/v1beta1 because it has no resources.
W0426 13:04:02.941365       1 genericapiserver.go:742] Skipping API storage.k8s.io/v1alpha1 because it has no resources.
I0426 13:04:02.942412       1 handler.go:275] Adding GroupVersion flowcontrol.apiserver.k8s.io v1beta3 to ResourceManager
I0426 13:04:02.943437       1 handler.go:275] Adding GroupVersion flowcontrol.apiserver.k8s.io v1 to ResourceManager
W0426 13:04:02.943488       1 genericapiserver.go:742] Skipping API flowcontrol.apiserver.k8s.io/v1beta2 because it has no resources.
W0426 13:04:02.943512       1 genericapiserver.go:742] Skipping API flowcontrol.apiserver.k8s.io/v1beta1 because it has no resources.
I0426 13:04:02.947513       1 handler.go:275] Adding GroupVersion apps v1 to ResourceManager
W0426 13:04:02.947572       1 genericapiserver.go:742] Skipping API apps/v1beta2 because it has no resources.
W0426 13:04:02.947597       1 genericapiserver.go:742] Skipping API apps/v1beta1 because it has no resources.
I0426 13:04:02.948482       1 handler.go:275] Adding GroupVersion admissionregistration.k8s.io v1 to ResourceManager
W0426 13:04:02.948531       1 genericapiserver.go:742] Skipping API admissionregistration.k8s.io/v1beta1 because it has no resources.
W0426 13:04:02.948556       1 genericapiserver.go:742] Skipping API admissionregistration.k8s.io/v1alpha1 because it has no resources.
I0426 13:04:02.949115       1 handler.go:275] Adding GroupVersion events.k8s.io v1 to ResourceManager
W0426 13:04:02.949165       1 genericapiserver.go:742] Skipping API events.k8s.io/v1beta1 because it has no resources.
I0426 13:04:02.979127       1 handler.go:275] Adding GroupVersion apiregistration.k8s.io v1 to ResourceManager
W0426 13:04:02.979204       1 genericapiserver.go:742] Skipping API apiregistration.k8s.io/v1beta1 because it has no resources.
I0426 13:04:03.419348       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I0426 13:04:03.419518       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
I0426 13:04:03.419921       1 dynamic_serving_content.go:132] "Starting controller" name="serving-cert::/etc/kubernetes/pki/apiserver.crt::/etc/kubernetes/pki/apiserver.key"
I0426 13:04:03.420556       1 secure_serving.go:213] Serving securely on [::]:6443
I0426 13:04:03.420649       1 tlsconfig.go:240] "Starting DynamicServingCertificateController"
I0426 13:04:03.420670       1 dynamic_serving_content.go:132] "Starting controller" name="aggregator-proxy-cert::/etc/kubernetes/pki/front-proxy-client.crt::/etc/kubernetes/pki/front-proxy-client.key"
I0426 13:04:03.421827       1 cluster_authentication_trust_controller.go:440] Starting cluster_authentication_trust_controller controller
I0426 13:04:03.421838       1 shared_informer.go:311] Waiting for caches to sync for cluster_authentication_trust_controller
I0426 13:04:03.422024       1 controller.go:116] Starting legacy_token_tracking_controller
I0426 13:04:03.422035       1 shared_informer.go:311] Waiting for caches to sync for configmaps
I0426 13:04:03.422105       1 controller.go:78] Starting OpenAPI AggregationController
I0426 13:04:03.424075       1 controller.go:80] Starting OpenAPI V3 AggregationController
I0426 13:04:03.424135       1 handler_discovery.go:412] Starting ResourceDiscoveryManager
I0426 13:04:03.429108       1 available_controller.go:423] Starting AvailableConditionController
I0426 13:04:03.429118       1 cache.go:32] Waiting for caches to sync for AvailableConditionController controller
I0426 13:04:03.429269       1 customresource_discovery_controller.go:289] Starting DiscoveryController
I0426 13:04:03.429640       1 system_namespaces_controller.go:67] Starting system namespaces controller
I0426 13:04:03.429865       1 apf_controller.go:374] Starting API Priority and Fairness config controller
I0426 13:04:03.429949       1 gc_controller.go:78] Starting apiserver lease garbage collector
I0426 13:04:03.429967       1 apiservice_controller.go:97] Starting APIServiceRegistrationController
I0426 13:04:03.429971       1 cache.go:32] Waiting for caches to sync for APIServiceRegistrationController controller
I0426 13:04:03.430025       1 aggregator.go:163] waiting for initial CRD sync...
I0426 13:04:03.433078       1 dynamic_cafile_content.go:157] "Starting controller" name="client-ca-bundle::/etc/kubernetes/pki/ca.crt"
I0426 13:04:03.433206       1 dynamic_cafile_content.go:157] "Starting controller" name="request-header::/etc/kubernetes/pki/front-proxy-ca.crt"
I0426 13:04:03.437590       1 controller.go:133] Starting OpenAPI controller
I0426 13:04:03.439876       1 controller.go:85] Starting OpenAPI V3 controller
I0426 13:04:03.439904       1 naming_controller.go:291] Starting NamingConditionController
I0426 13:04:03.439918       1 establishing_controller.go:76] Starting EstablishingController
I0426 13:04:03.439930       1 nonstructuralschema_controller.go:192] Starting NonStructuralSchemaConditionController
I0426 13:04:03.439994       1 apiapproval_controller.go:186] Starting KubernetesAPIApprovalPolicyConformantConditionController
I0426 13:04:03.440048       1 crd_finalizer.go:266] Starting CRDFinalizer
I0426 13:04:03.440593       1 crdregistration_controller.go:111] Starting crd-autoregister controller
I0426 13:04:03.440605       1 shared_informer.go:311] Waiting for caches to sync for crd-autoregister
I0426 13:04:03.541176       1 shared_informer.go:318] Caches are synced for crd-autoregister
I0426 13:04:03.542524       1 aggregator.go:165] initial CRD sync complete...
I0426 13:04:03.542608       1 autoregister_controller.go:141] Starting autoregister controller
I0426 13:04:03.542681       1 cache.go:32] Waiting for caches to sync for autoregister controller
I0426 13:04:03.602118       1 shared_informer.go:318] Caches are synced for node_authorizer
I0426 13:04:03.622119       1 shared_informer.go:318] Caches are synced for configmaps
I0426 13:04:03.622220       1 shared_informer.go:318] Caches are synced for cluster_authentication_trust_controller
I0426 13:04:03.629588       1 cache.go:39] Caches are synced for AvailableConditionController controller
I0426 13:04:03.630241       1 cache.go:39] Caches are synced for APIServiceRegistrationController controller
I0426 13:04:03.639014       1 apf_controller.go:379] Running API Priority and Fairness config worker
I0426 13:04:03.639070       1 apf_controller.go:382] Running API Priority and Fairness periodic rebalancing process
I0426 13:04:03.643436       1 cache.go:39] Caches are synced for autoregister controller
I0426 13:04:03.648029       1 controller.go:624] quota admission added evaluator for: leases.coordination.k8s.io
I0426 13:04:04.429916       1 storage_scheduling.go:111] all system priority classes are created successfully or already exist.
I0426 13:04:08.639281       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
E0426 13:04:08.642544       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
E0426 13:04:11.765476       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
I0426 13:04:11.765540       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
E0426 13:04:33.639976       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: error trying to reach service: dial tcp 10.111.213.46:443: i/o timeout
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 13:04:33.662603       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
I0426 13:04:35.628769       1 controller.go:624] quota admission added evaluator for: endpointslices.discovery.k8s.io
I0426 13:04:35.680341       1 controller.go:624] quota admission added evaluator for: endpoints
W0426 13:05:01.690982       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 13:05:01.691011       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 13:05:06.691639       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
E0426 13:05:30.206592       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": dial tcp 10.111.213.46:443: connect: connection refused
W0426 13:05:30.206911       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 13:05:30.207370       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
E0426 13:05:30.207744       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": dial tcp 10.111.213.46:443: connect: connection refused
E0426 13:05:30.212152       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": dial tcp 10.111.213.46:443: connect: connection refused
W0426 13:05:33.675741       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 13:05:33.676508       1 controller.go:102] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 13:05:33.676528       1 controller.go:109] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
W0426 13:05:34.651816       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 13:05:34.651845       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
I0426 13:05:34.651853       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
W0426 13:05:35.238099       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 13:05:35.238226       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
E0426 13:05:35.238581       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
I0426 13:05:35.264650       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
E0426 15:02:38.690419       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": net/http: request canceled (Client.Timeout exceeded while awaiting headers)
E0426 15:02:43.695005       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": context deadline exceeded
E0426 15:02:48.431724       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
I0426 15:02:48.432058       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
E0426 15:02:48.431981       1 controller.go:102] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: error trying to reach service: http2: client connection lost
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
W0426 15:02:48.432025       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:48.432292       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 15:02:48.433118       1 controller.go:109] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
W0426 15:02:48.433292       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:48.433367       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
W0426 15:02:48.695419       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:48.695479       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": http2: client connection lost
E0426 15:02:48.695732       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
W0426 15:02:49.433652       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:49.433807       1 controller.go:102] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 15:02:49.433819       1 controller.go:109] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
W0426 15:02:49.434244       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:49.434265       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
I0426 15:02:49.435041       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
I0426 15:02:53.434637       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
E0426 15:02:53.700166       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": context deadline exceeded
W0426 15:02:53.700442       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:53.700618       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
W0426 15:02:54.702043       1 handler_proxy.go:93] no RequestInfo found in the context
W0426 15:02:54.702155       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:54.702230       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
E0426 15:02:54.702345       1 controller.go:102] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 15:02:54.702348       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
I0426 15:02:54.703482       1 controller.go:109] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
E0426 15:02:58.703865       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": net/http: request canceled while waiting for connection (Client.Timeout exceeded while awaiting headers)
W0426 15:02:58.704133       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:58.704266       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
W0426 15:02:59.706164       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:59.706245       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
I0426 15:02:59.706297       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
W0426 15:02:59.706174       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:02:59.706462       1 controller.go:102] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 15:02:59.707628       1 controller.go:109] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
E0426 15:03:03.708678       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: failing or missing response from https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1: Get "https://10.111.213.46:443/apis/metrics.k8s.io/v1beta1": dial tcp 10.111.213.46:443: i/o timeout
W0426 15:03:03.709029       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:03:03.709211       1 controller.go:146] Error updating APIService "v1beta1.metrics.k8s.io" with err: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
W0426 15:03:04.710152       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:03:04.710182       1 controller.go:113] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: Error, could not get list of group versions for APIService
I0426 15:03:04.710202       1 controller.go:126] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
W0426 15:03:04.710248       1 handler_proxy.go:93] no RequestInfo found in the context
E0426 15:03:04.710278       1 controller.go:102] loading OpenAPI spec for "v1beta1.metrics.k8s.io" failed with: failed to download v1beta1.metrics.k8s.io: failed to retrieve openAPI spec, http error: ResponseCode: 503, Body: service unavailable
, Header: map[Content-Type:[text/plain; charset=utf-8] X-Content-Type-Options:[nosniff]]
I0426 15:03:04.711371       1 controller.go:109] OpenAPI AggregationController: action for item v1beta1.metrics.k8s.io: Rate Limited Requeue.
E0426 15:03:04.746694       1 available_controller.go:460] v1beta1.metrics.k8s.io failed with: Operation cannot be fulfilled on apiservices.apiregistration.k8s.io "v1beta1.metrics.k8s.io": the object has been modified; please apply your changes to the latest version and try again
I0426 15:03:04.770341       1 handler.go:275] Adding GroupVersion metrics.k8s.io v1beta1 to ResourceManager
E0426 15:03:07.611995       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:07.613190       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
E0426 15:03:07.613736       1 writers.go:135] apiserver was unable to write a fallback JSON response: http: Handler timeout
E0426 15:03:07.613772       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"context canceled"}: context canceled
E0426 15:03:07.614944       1 timeout.go:142] post-timeout activity - time-elapsed: 627.907µs, GET "/api/v1/nodes/xp06-vm22" result: <nil>
E0426 15:03:07.615109       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:07.615143       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:07.614987       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:07.615587       1 finisher.go:175] FinishRequest: post-timeout activity - time-elapsed: 584.901µs, panicked: false, err: context canceled, panic-reason: <nil>
E0426 15:03:07.616067       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
E0426 15:03:07.616161       1 finisher.go:175] FinishRequest: post-timeout activity - time-elapsed: 1.008285ms, panicked: false, err: context canceled, panic-reason: <nil>
E0426 15:03:07.616255       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
E0426 15:03:07.616337       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
E0426 15:03:07.616690       1 writers.go:135] apiserver was unable to write a fallback JSON response: http: Handler timeout
E0426 15:03:07.617776       1 writers.go:135] apiserver was unable to write a fallback JSON response: http: Handler timeout
E0426 15:03:07.617842       1 timeout.go:142] post-timeout activity - time-elapsed: 3.332075ms, PUT "/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/xp06-vm22" result: <nil>
E0426 15:03:07.617863       1 writers.go:135] apiserver was unable to write a fallback JSON response: http: Handler timeout
E0426 15:03:07.617951       1 timeout.go:142] post-timeout activity - time-elapsed: 4.050534ms, GET "/api/v1/nodes/xp06-vm22" result: <nil>
E0426 15:03:07.619017       1 timeout.go:142] post-timeout activity - time-elapsed: 4.843303ms, PUT "/apis/coordination.k8s.io/v1/namespaces/kube-node-lease/leases/xp06-vm22" result: <nil>
E0426 15:03:35.044699       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:35.044720       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
E0426 15:03:35.044774       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"context canceled"}: context canceled
E0426 15:03:35.045791       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"context canceled"}: context canceled
E0426 15:03:35.045902       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:35.045914       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:35.046111       1 writers.go:122] apiserver was unable to write a JSON response: http: Handler timeout
E0426 15:03:35.046155       1 writers.go:135] apiserver was unable to write a fallback JSON response: http: Handler timeout
E0426 15:03:35.046597       1 finisher.go:175] FinishRequest: post-timeout activity - time-elapsed: 469.001µs, panicked: false, err: context canceled, panic-reason: <nil>
E0426 15:03:35.047157       1 status.go:71] apiserver received an error that is not an metav1.Status: &errors.errorString{s:"http: Handler timeout"}: http: Handler timeout
